"Longitude","Latitude","Count"
-86.9313,21.0167,158
-73.729,42.6866,158
-68.8402,44.8635,158
-75.1411,39.9926,158
-76.2749,36.819,158
-122.4108,37.8033,158
-84.1916,39.7589,158
-118.2642,34.053,157
-121.2534,38.6501,157
-75.5332,40.0402,157
-119.2272,35.3832,157
-117.6201,33.4228,157
-81.3397,28.7578,157
-122.2103,47.6154,157
-121.8289,37.2362,156
-97.1313,32.5702,156
-86.7806,35.9985,156
-105.2433,39.7146,156
-117.0232,32.9775,156
-86.118,39.9784,155
-71.0098,42.2429,155
-96.7898,46.8772,154
-95.5858,29.6997,154
-119.2921,36.3302,154
-82.4871,28.0771,154
77.2167,28.6667,154
-95.5326,30.0378,153
-93.2982,37.2153,153
-74.7429,40.2171,153
-122.7579,45.3653,153
-122.2416,37.7652,153
-75.1968,39.9597,153
-78.6354,38.8439,153
-77.2462,39.1148,153
-100.3167,25.6667,153
-122.7064,45.5886,153
-122.5231,45.3218,152
-122.1561,37.7249,151
-3.2,55.95,151
-91.5729,44.834,151
-119.2267,34.2863,151
-73.9799,40.7609,151
-98.3994,29.5834,151
-74.2069,40.0721,150
-77.0928,38.9376,150
-80.0434,36.0162,150
-118.3147,33.8302,150
-76.9783,38.9057,150
-97.4419,37.6585,150
-97.8133,30.2955,149
-117.2528,33.0501,149
-116.9849,33.1387,149
-117.2481,32.8667,149
-122.1822,37.4538,149
-96.9,33.0035,149
-92.0198,30.2241,148
-81.9495,26.5629,148
-122.8192,45.5534,148
-84.2445,34.0204,148
-96.7715,32.8339,148
-71.1056,42.3751,148
-117.4581,34.1476,148
-122.6827,45.5332,148
-82.4128,28.0631,148
-84.5555,42.7325,147
-82.3529,28.1203,147
-121.3833,38.5451,147
-84.4984,33.8633,147
-97.7286,30.5321,147
-114.0714,51.0857,147
-117.8196,33.7401,147
-96.7776,32.7673,146
-122.2196,37.8309,146
-118.2956,33.9517,146
-84.3771,33.7719,146
-73.4062,40.785,146
-90.627,38.8022,146
-118.4015,34.4065,146
-118.4424,34.0486,146
-96.9978,32.746,146
-83.0444,39.9881,145
-115.1233,36.1189,145
2.1741,41.3984,145
-95.7001,41.2468,145
-116.9625,32.7948,145
-117.6123,33.9096,144
-81.1976,28.5106,144
-84.3005,34.133,144
-83.4341,33.941,144
-117.612,33.427,144
28.0498,-26.2052,144
113.25,23.1167,143
-122.5311,37.9735,143
-122.4444,37.7217,143
-73.9862,40.7662,142
-98.948,29.1945,142
-118.3811,34.0943,142
-73.9826,40.7391,142
-121.9333,37.3162,142
-74.5122,40.6308,142
-84.7062,33.8821,142
-121.9747,37.2266,142
-80.8512,35.1311,142
-86.5705,30.7621,142
-77.1835,39.0892,142
-81.3706,28.5445,142
-69.9,18.4667,142
-122.2728,37.8716,142
-71.1551,42.3484,141
-123.0351,44.9429,141
-121.8747,37.6624,141
-116.9968,32.8561,141
-73.9933,40.7605,141
-95.6335,29.5557,140
-118.9558,34.1702,140
-97.1667,49.8833,140
-97.4781,35.6528,140
-84.2908,33.3407,140
-112.0265,33.5091,140
-119.8729,39.3863,140
-96.8134,33.0347,140
-95.5252,29.5288,139
-71.0746,42.3496,139
-84.3877,33.7981,139
-122.0188,37.3887,139
-96.9177,33.1809,139
-94.2514,36.3457,138
-122.1554,38.5575,138
-83.5618,35.8681,138
-88.0198,44.5192,138
-121.6398,38.4829,138
-122.4625,37.7811,137
-121.2453,38.8052,137
-115.2794,36.1443,137
-98.2445,30.797,137
-78.9244,35.8896,137
-78.7166,35.9341,137
-79.8441,35.652,137
-121.2687,38.6027,137
-77.3375,38.8357,136
-149.8878,61.1886,136
-96.8236,33.1507,136
-122.9117,45.5848,136
-96.7936,32.8334,136
-71.259,42.403,136
8.6453,49.3064,136
-122.4231,37.6534,135
-97.7982,30.4154,135
-115.1105,36.1511,135
-118.0854,33.9472,135
-122.4842,37.7607,135
-118.4041,33.9164,135
-84.2994,39.3522,135
-92.2236,38.8896,135
-88.5305,44.1843,135
-78.6861,41.1172,135
-80.3839,25.8588,134
-121.2722,43.9817,134
-84.1404,34.1483,134
-88.1246,43.1486,133
-80.8895,32.2528,133
-90.3606,29.9671,133
0.9,51.8833,133
-95.0895,29.5075,133
-122.2284,47.3073,133
-108.9942,41.5159,132
-117.2907,33.2004,132
0,0,132
-104.7676,39.4895,132
-105.2769,40.0496,132
-87.9613,41.8372,132
-87.693,41.4632,132
-117.8095,33.6378,132
-84.3846,33.8379,132
-82.1401,29.1872,131
-95.4909,29.7482,131
-78.9616,35.95,131
-122.2067,47.7205,131
-117.1707,33.1565,131
-71.0362,42.3346,131
-121.2819,38.8185,131
-117.0296,32.6102,130
-111.9618,40.3245,130
-94,44.1308,130
-98.0742,29.7044,130
-84.0088,34.0091,130
-157.8982,21.4094,130
-78.9032,33.6985,130
-75.9895,36.8571,129
-158.0183,21.3469,129
73.8667,18.5333,129
-117.7912,33.8502,129
-87.8924,41.9163,129
-81.3384,28.7031,128
-84.178,34.2281,128
-122.1532,37.9876,128
-81.2589,33.9792,128
-117.2402,32.7368,128
-96.7883,32.8019,128
-95.613,29.751,128
-88.1137,42.3412,128
-0.1,51.3833,128
-78.5791,35.6461,128
-76.7818,39.437,127
-76.9805,38.7551,127
-117.6053,33.8312,127
-118.1326,33.94,127
-117.7986,33.8138,127
-85.6576,42.9536,126
-77.3827,38.9841,126
-122.724,45.4114,126
-75.5385,40.1246,126
-83.3763,42.4645,126
-122.9137,45.0161,126
-80.8186,35.0508,126
-122.371,37.5671,126
-122.0885,37.709,125
-77.1528,39.084,125
-117.7064,33.4782,125
-82.3304,28.8358,125
-105.0867,39.9205,125
-78.7239,35.7463,125
-98.2939,29.5892,125
-77.0386,38.9213,125
-73.9924,40.7553,125
-98.4556,29.4821,124
-117.0701,32.7555,124
-94.6708,38.9822,124
-97.3321,32.7587,124
-117.7523,34.0553,124
-105.1256,40.5939,124
-86.0139,39.9556,124
113.55,22.2,124
-84.4635,33.871,124
-76.1767,36.7968,124
-95.6011,33.1384,124
-74.2713,40.586,124
-76.8483,39.0993,123
-116.5453,33.8303,123
-118.3502,34.069,123
-87.7037,41.9474,123
-122.2088,37.735,123
-81.1991,28.6766,123
-81.5095,28.6806,123
-82.3287,34.9965,123
5.1191,52.0938,122
-111.8938,40.5765,122
-80.0534,26.7153,122
-70.8717,42.8839,122
-96.7366,32.9143,122
-95.655,29.9878,122
-74.0203,40.6888,121
105.85,21.0333,121
-82.7897,35.1698,121
-122.1282,37.7083,121
-118.1083,34.0092,121
-73.9653,40.8006,121
-118.1908,34.1125,121
-122.95,49.25,121
-71.1028,42.3646,121
-117.4405,33.8999,121
-121.8098,37.9912,121
-117.2571,32.9959,121
-111.7858,33.3972,121
-121.4258,37.7375,120
-117.9186,33.6486,120
-71.0592,42.3492,120
-79.5205,36.1656,120
-121.9245,37.2555,120
-82.5214,27.4393,120
-97.5986,30.4416,120
-117.9187,33.6411,120
-74.9162,39.9572,120
-78.4564,35.6507,120
-79.6921,43.4543,120
-82.554,35.6009,120
-83.1446,42.4895,119
-94.7052,38.8998,119
-77.3463,38.6419,119
-86.3,32.3668,119
-118.8935,34.1444,119
-122.9001,42.2876,119
-95.337,29.5447,119
-111.9463,40.8194,119
-76.7983,39.2673,119
-118.4982,34.154,119
-75.6901,45.4129,119
-118.4912,34.0194,119
-96.9032,33.0735,118
-117.2844,33.2701,118
-118.0967,33.9831,118
-122.0307,37.3537,118
-157.8727,21.3629,118
-79.4639,43.9909,118
-74.3045,40.8222,118
-77.0969,38.8865,118
-117.2079,32.9014,118
-122.0085,38.2832,118
-82.3221,34.8004,117
-121.3283,38.6171,117
-105.1396,40.524,117
-118.5577,34.281,117
-92.1102,34.8662,117
-86.5861,34.7304,117
-96.7376,32.9722,117
-3,53.4167,117
-77.35,25.0833,117
-122.2471,37.5331,117
-70.2793,43.7516,117
-93.4875,45.0029,117
-73.7562,42.6526,116
-81.5518,28.4807,116
-88.7021,35.7125,116
-100.7588,46.9106,116
-122.2021,47.979,116
-117.1966,32.8183,116
-155.874,19.7108,116
-95.4561,30.3119,115
-117.7858,33.5558,115
-77.2086,39.0182,115
-117.6889,34.0122,115
-87.6315,41.9288,115
-80.7958,35.3366,115
-122.0117,37.9137,115
-1.5833,53.8,115
-118.3762,34.0708,114
-84.3972,33.9335,114
-118.383,34.321,114
-78.7997,35.8059,114
-97.7037,38.3769,114
-97.7376,30.3209,114
-96.7853,32.9358,114
-108.5789,45.7661,114
-74.0104,41.5034,114
-121.2223,38.6845,114
-87.7011,42.0562,114
101.7,3.1667,114
-117.7003,33.5956,113
-121.7582,37.3744,113
-86.7194,36.0679,113
-85.3097,35.0456,113
-71.4418,42.4853,113
-121.2558,38.7439,113
-149.4394,61.5814,113
-88.204,41.627,112
-96.8284,46.8543,112
-84.1494,33.9791,112
-122.7987,42.3393,112
-84.3795,34.056,112
-77.288,39.1317,112
-117.2957,33.3989,112
-74.2049,40.7673,112
-79.3952,43.6619,111
-71.122,42.1847,111
-75.125,39.6969,111
-122.7668,45.447,111
-80.3154,36.0536,111
-86.1111,39.5925,111
-118.0377,33.8188,111
-96.8441,33.0017,111
-83.0242,40.0048,111
-122.6932,45.5073,111
-74.4863,40.8841,111
-87.6248,41.8471,111
-96.7991,32.9689,111
-121.2519,38.937,110
-118.3439,33.9129,110
-74.0133,40.7125,110
-106.4869,31.7587,110
-70.9842,41.5633,110
-87.5859,33.3072,110
-122.2897,37.8342,110
-73.0517,41.2241,110
-91.5858,42.0604,110
-122.1021,37.0448,110
-73.2074,44.396,110
-97.8587,30.2076,110
-88.043,30.6944,110
-77.5932,38.2724,110
-122.882,45.446,109
-76.5116,39.1252,109
-115.0739,36.0312,109
-111.9231,40.6583,109
-82.0941,33.4804,109
-84.4777,37.9887,109
-121.9374,37.6704,109
-78.8309,35.5446,109
-84.0833,9.9333,109
-122.3041,37.5402,109
-84.471,34.0017,108
-77.4903,38.7462,108
-74.0728,40.3603,108
-117.5311,33.9905,108
-84.2209,34.0918,108
-97.6304,30.5174,108
-73.9855,40.6617,108
-75.3324,40.1325,108
-1.25,51.75,108
-77.4697,38.8557,108
-75.3877,40.044,108
-117.7289,33.9473,108
-76.872,39.1358,108
-122.348,47.6145,108
-83.5552,41.6639,108
-83.988,33.9562,108
-74.0052,40.7214,108
-122.3043,47.6102,108
-81.0807,34.966,108
-78.5544,35.9767,107
-73.9981,40.7267,107
-79.9414,37.271,107
-87.9309,42.0624,107
-79.1592,35.9133,107
-74.4134,40.5722,107
-84.5231,33.6222,107
-122.798,45.4049,107
-119.2896,34.5152,107
-118.5404,34.2005,107
-112.0598,33.3413,107
-112.3496,33.4356,107
-98.4765,29.5862,107
-80.8801,35.4699,107
-92.4699,44.0216,106
-122.8141,49.1011,106
-86.4904,36.1718,106
-87.9359,41.8917,106
-122.8593,45.5222,106
-117.1661,33.1434,106
-97.62,30.4394,106
-95.7311,29.7449,106
-117.5853,33.6609,106
-96.5246,39.1023,106
8.6833,50.1167,106
-77.0987,38.86,106
-1.4,50.9,106
-71.0878,42.3424,106
-118.5193,34.4302,106
-75.478,40.6062,105
-97.1331,33.2148,105
-83.2949,36.214,105
-76.2576,36.6463,105
-98.3586,30.2198,105
-83.7133,42.2734,105
-118.3539,33.8403,105
-4.25,55.8333,105
-112.979,37.1385,105
-87.6198,41.8632,105
-72.2534,41.9866,105
-81.0251,34.9249,104
-118.1869,33.9883,104
-96.8827,46.7921,104
-95.5101,30.1766,104
-84.5499,33.9526,104
-96.8555,33.1499,104
-88.1978,41.7069,104
-117.9757,34.0024,104
-73.2797,40.8393,104
-122.2091,38.1165,104
-117.929,33.6189,104
-122.0638,37.2539,104
-121.3153,44.0582,104
-117.2511,33.3764,104
-83.4034,42.4648,104
-81.4366,28.3899,104
-116.9859,32.6412,104
-95.7346,29.8321,104
-81.3532,30.1023,103
-97.9176,30.5423,103
-122.4371,37.7862,103
-97.3964,27.8006,103
-77.02,38.952,103
-77.05,-12.05,103
-95.9353,41.2636,103
-90.0769,29.9578,103
-84.1803,33.9058,103
-87.6616,41.9728,103
-75.719,40.0326,103
-77.3936,38.9266,103
-157.9349,21.343,103
-117.7173,33.6053,103
-75.4083,40.0548,103
-84.3616,34.0232,103
-75.3705,40.6259,103
-97.9355,30.3814,103
-76.6073,39.2966,102
-69.9725,43.8988,102
-73.9609,40.7694,102
-84.8408,33.9237,102
-74.7151,40.283,102
-95.7908,36.0526,102
-122.2788,37.7735,102
-77.2866,38.7851,102
-122.1157,37.9021,102
-117.1894,32.7792,102
-77.2653,38.9012,102
-77.4512,38.9036,102
-73.4079,41.1176,102
-122.14,37.3622,101
-118.0328,33.9792,101
-80.0248,40.4344,101
-96.8117,33.2617,101
-80.2794,25.9829,101
-118.379,34.1722,101
-91.0768,30.3549,101
-74.037,40.7639,101
-74.6403,40.5715,101
-92.2804,34.7467,101
-104.9647,39.677,101
-117.6191,33.5256,101
-115.183,36.1443,101
-81.025,33.9849,101
-82.9291,40.1262,100
-73.1738,40.8064,100
-76.199,36.7646,100
-83.5999,32.621,100
-105.0203,39.737,100
-80.3603,25.7651,100
-80.7459,35.3284,100
-90.5357,38.5647,100
-73.8773,40.9513,100
-101.879,35.1613,100
-122.7676,38.2184,100
-111.9738,41.223,100
-118.1165,34.5794,100
-80.5997,28.1737,100
-104.8002,40.3996,100
-122.4764,37.6786,100
-111.7517,33.362,100
-86.0086,40.0456,100
-118.7648,34.1267,100
-122.54,38.024,100
-97.2645,31.5105,100
-122.1602,37.7156,100
-81.4167,28.3047,99
-92.1476,32.5185,99
-122.4715,45.6741,99
-63.1667,-17.8,99
-158.0183,21.4116,99
-115.2791,36.1113,99
-82.9985,39.993,99
-117.069,32.7964,99
-122.2054,47.7623,99
-93.2166,44.9759,99
-71.2356,42.3765,99
