"Longitude","Latitude","Count"
-87.8127,41.9463,34
-83.2752,42.3344,34
-84.3491,33.7884,34
-89.8473,35.1765,34
-80.0783,26.4574,34
-84.0255,43.4441,34
-81.4396,40.8996,34
-82.5225,35.5283,34
-0.0269,51.5165,34
-84.2717,42.6816,34
-98.3987,29.4889,34
-86.0548,39.8401,34
-96.7936,32.9013,34
-122.1569,37.6866,34
-77.4576,39.4822,34
-94.4876,38.6121,34
-93.0493,34.4179,34
-97.4142,32.5838,34
-89.3864,43.0372,34
-121.7321,38.1885,34
-93.273,30.1346,34
-98.1244,29.703,34
-85.9719,39.7876,34
-74.1121,40.0457,34
-82.4615,28.1511,34
-91.4667,17.8833,34
-97.2665,32.8034,34
-96.1939,41.2085,34
-100.5667,19.6833,34
-71.4107,41.8195,34
-79.7626,34.1954,34
-80.296,26.0252,34
-95.6186,38.3614,34
-90.2711,41.9137,34
-80.0352,40.4051,34
-77.113,38.8747,34
106.9167,47.9167,34
-75.9603,42.9624,34
-147.3371,64.7783,34
-118.2914,34.1994,34
-112.0087,33.5645,34
6.235,43.1371,33
-111.0605,31.8466,33
-95.5272,29.6867,33
-84.4982,39.425,33
-92.3205,34.7449,33
-118.4925,34.016,33
-71.4378,41.8545,33
-91.5992,42.0794,33
-83.5864,42.7853,33
-71.2231,42.0166,33
-95.689,29.5016,33
-88.2819,30.6311,33
-117.2261,33.4811,33
-83.9568,33.8903,33
-122.2977,38.2347,33
-77.6691,34.4568,33
-121.0215,36.9036,33
-87.1562,41.5933,33
88.3697,22.5697,33
-80.3353,25.8905,33
-74.4773,39.4899,33
-75.0459,40.0895,33
-112.8035,49.6765,33
-95.4739,29.8301,33
-106.6236,35.0585,33
-89.4593,43.075,33
-75.7935,41.2283,33
-73.7725,40.7637,33
-76.3519,39.5382,33
-75.0464,40.0593,33
-84.5382,39.1668,33
-87.7994,41.5696,33
-83.4802,42.553,33
-89.5181,43.0286,33
-77.4755,38.9881,33
-79.7248,40.5728,33
-84.6467,33.5879,33
-79.7989,43.3274,33
-78.6089,35.3063,33
-118.1513,34.0292,33
-96.2857,32.7516,33
-80.4218,35.6267,33
-81.1893,28.5887,33
-70.9552,42.2068,33
-82.6158,34.4916,33
-117.7716,33.7516,33
-123.1341,44.1027,33
-112.0408,41.5178,33
-94.2066,30.2311,33
-73.7279,40.7852,33
-94.4564,36.169,33
-97.7518,30.692,33
-106.5222,39.6314,33
-95.8997,36.7281,33
-73.8832,40.7517,33
-87.7171,41.8446,33
-76.1658,40.1757,33
-114.1001,50.9604,33
-77.5064,37.666,33
-84.3578,43.5824,33
-84.1561,39.7475,33
-80.3243,36.146,33
-74.1677,40.7681,33
-79.9,-2.1667,33
-84.6209,39.1093,33
-89.9612,29.9049,33
-118.5231,34.1568,33
-116.1853,43.7135,33
-88.2049,41.8251,33
-89.8436,35.2406,33
-80.2962,25.7889,33
145.1667,-37.8167,33
-79.9651,36.1051,33
-70.7127,42.1112,33
-107.2261,39.1813,33
-74.5315,40.2485,33
-121.4024,38.4884,33
-86.4547,36.3913,33
-118.1228,34.0625,33
-95.4525,29.4185,33
-87.1997,30.4805,33
151.2042,-33.8397,33
-110.9443,32.2406,33
-90.6684,38.7063,33
-80.3223,36.0978,33
-87.6686,42.0106,33
-73.2116,41.2094,33
-122.4842,37.723,33
-85.502,30.2316,33
-105.9891,32.8426,33
-98.5064,45.4819,33
-80.1364,43.6156,33
-117.9462,33.932,33
-88.107,41.8661,33
-93.4832,44.9198,33
-83.6163,42.9995,33
-118.3184,33.7919,33
-2.1294,52.5875,33
-73.4121,41.6123,33
-122.4025,37.5981,33
-97.7213,30.4308,33
-84.6374,34.1036,33
-71.6105,42.2658,33
-72.8653,41.2833,33
-120.8414,38.161,33
-117.3031,49.4832,33
-115.0401,36.0078,33
121.036,14.5501,33
-83.5656,41.5295,33
-88.0817,41.525,33
-99.347,38.9001,33
-82.0852,35.0484,33
-82.5954,28.1764,33
-86.1267,43.0161,33
-97.9299,29.5711,33
-118.1874,34.0438,33
-89.7812,30.2752,33
-81.6921,33.4483,33
-81.6996,41.4452,33
-84.0852,35.9279,33
-95.8776,35.9221,33
-0.0861,51.5224,32
-106.5728,35.15,32
-104.8479,38.7629,32
-77.852,35.9864,32
-77.2564,37.6134,32
11.8833,45.4167,32
-76.4308,38.2345,32
-77.4494,43.2186,32
-93.2219,44.9374,32
-122.1957,47.4084,32
-109.6515,41.637,32
-118.2406,33.8748,32
-77.1487,38.757,32
-94.357,39.3753,32
-122.8145,48.0354,32
-73.9121,40.7622,32
-73.8619,41.677,32
-105.1745,39.5487,32
7.5733,47.5584,32
28.2294,-25.7069,32
-122.3623,47.0597,32
-79.971,40.3787,32
-74.705,40.5918,32
-79.9471,32.7862,32
-89.9665,34.9489,32
-82.9842,42.5153,32
-89.7565,35.1787,32
-118.3816,34.0646,32
-105.9661,31.8045,32
-104.7352,38.8936,32
-71.1036,42.5335,32
-87.6956,42.0076,32
-72.8764,41.6005,32
-88.031,44.3906,32
-82.3214,29.6433,32
-84.0337,33.7964,32
-84.4427,42.7627,32
-80.2685,26.15,32
-82.6596,28.2158,32
-71.269,42.5584,32
-118.0924,34.0891,32
-104.7403,41.0784,32
-71.0022,42.2038,32
-117.0143,34.0486,32
-89.5911,37.337,32
-86.756,33.3151,32
-73.1255,41.8394,32
-122.4078,47.6514,32
-97.1515,32.9516,32
-73.7908,41.2864,32
-91.2396,43.8014,32
-71.1193,42.4019,32
-74.1105,40.8775,32
-81.532,41.5281,32
-79.4278,43.7964,32
-122.0778,37.551,32
-96.8048,32.5227,32
-84.6637,42.5103,32
-84.4236,33.8649,32
67.0822,24.9056,32
-96.6162,32.9317,32
-119.8435,39.4914,32
-73.517,40.7228,32
-93.0365,44.84,32
-122.071,37.8699,32
-70.9969,42.4163,32
-105.9247,39.5972,32
-117.8505,33.8302,32
-79.0434,43.8603,32
-70.0621,41.7029,32
-97.3847,27.7321,32
-88.8852,37.7229,32
-97.6836,26.2454,32
-71.1804,41.9609,32
-118.0485,34.0469,32
-97.6757,30.3796,32
-97.5904,30.1518,32
-86.7867,33.4201,32
-88.814,35.6145,32
-80.4523,35.7093,32
-84.9082,34.7982,32
-75.0639,39.9133,32
-73.9361,40.6714,32
-122.8971,38.6319,32
-80.6725,28.4638,32
-81.628,41.0232,32
-77.5206,37.584,32
-86.9785,30.4074,32
-80.1443,25.9266,32
-122.281,47.4485,32
-120.1956,36.9127,32
-111.9056,40.8421,32
-112.0118,34.7582,32
-114.214,43.577,32
-76.7256,39.9171,32
-96.6863,33.2542,32
-121.5418,38.6471,32
-74.5412,40.3929,32
-88.9978,35.9807,32
-81.3662,28.6638,32
-77.862,34.1484,32
-82.8095,40.0122,32
-0.2111,51.478,32
-118.1868,33.8115,32
-95.2861,29.5636,32
-94.2615,38.7599,32
-82.7943,27.9447,32
-77.0735,38.8924,32
-105.1568,39.6825,32
-94.4808,43.6365,32
-77.8881,37.7338,32
-76.2124,36.8569,32
-105.2211,39.7555,32
-83.9461,43.6095,32
-93.4708,44.8547,32
-111.8591,40.7386,32
-83.4646,42.4634,32
-81.0228,29.2108,32
-104.8288,38.8765,32
-121.6259,36.6478,32
-84.3028,33.89,32
-119.0603,35.155,32
-85.711,42.9777,32
-82.3201,28.2059,32
-77.2497,38.6582,32
-83.1425,40.5982,32
-111.7467,40.322,32
-74.3255,40.3958,32
9.7167,52.3667,32
-111.9508,33.8333,32
-121.8058,38.0049,32
-84.488,37.9887,32
-78.6491,33.8322,32
-117.0359,32.9628,32
-112.0041,43.4285,32
-88.0096,42.8869,32
-97.3129,27.6349,32
-81.2763,28.6812,32
4.8467,45.7485,32
-80.2868,43.555,32
-122.6305,48.3218,32
-81.3589,28.6024,31
-82.1757,36.5406,31
-118.1307,33.9415,31
-74.0386,40.7291,31
-97.7543,31.0043,31
-83.0546,42.4693,31
-4.1386,50.3964,31
-73.639,40.7458,31
-113.6339,53.5157,31
-87.4796,46.6288,31
-120.8324,35.3111,31
-96.7451,46.8464,31
-93.3362,45.1194,31
-0.8333,51.2833,31
-84.2089,42.4752,31
-73.1552,44.55,31
-104.8415,39.7003,31
-122.9408,44.7916,31
-71.0859,42.3059,31
-122.4315,45.4982,31
-117.7143,34.1223,31
-83.7204,42.9619,31
-76.0909,42.146,31
-84.5496,39.3367,31
-97.8341,30.0787,31
-117.4369,47.6689,31
-0.1931,51.5552,31
-93.4305,45.0059,31
-93.4339,44.9518,31
-82.6479,27.7429,31
-122.4882,48.7595,31
-122.7738,49.0168,31
-118.3455,34.0067,31
-118.3971,33.8649,31
-74.8332,40.0707,31
-86.8333,21.1667,31
-75.1502,40.1883,31
-95.4694,30.141,31
-87.6272,41.8776,31
-98.1179,30.0279,31
-74.4432,40.4835,31
-75.6086,38.3761,31
-80.9069,35.725,31
-82.4666,42.9875,31
-80.0702,26.72,31
-73.8315,41.1879,31
-87.9259,41.119,31
-34.9,-8.05,31
-87.9028,41.9986,31
-104.887,39.6762,31
-80.6081,28.0836,31
-83.1769,42.5563,31
-76.1966,39.4984,31
-91.7791,37.9265,31
-81.2738,31.8546,31
-116.1712,33.7021,31
-74.1173,40.9058,31
-117.1975,33.021,31
-84.6584,39.1732,31
-119.2798,50.2533,31
-85.4762,40.912,31
4.9027,52.3666,31
-71.4333,41.7775,31
-122.4104,48.6861,31
-90.9714,30.3793,31
-74.3045,40.6559,31
-90.0634,30.0096,31
-156.4689,20.8802,31
-93.0884,44.9679,31
20.4681,44.8186,31
-76.6949,39.282,31
-83.073,40.1018,31
-119.973,39.2513,31
-114.2424,34.4432,31
-81.5283,30.6005,31
-122.1635,47.7543,31
-73.8394,40.8685,31
-104.6695,39.6167,31
-74.0435,40.8859,31
-73.57,41.1267,31
-93.4103,44.6742,31
-95.4793,29.6735,31
-81.0371,35.5064,31
-73.6395,40.6659,31
-73.2121,40.8594,31
-85.481,41.1532,31
-124.1633,43.4836,31
-88.2813,40.1144,31
-71.1435,42.7084,31
-80.4589,43.448,31
-95.7278,39.038,31
-91.0332,38.5234,31
-79.6288,36.34,31
-81.7011,26.3997,31
-82.3535,36.3134,31
-43.5563,-22.7229,31
-71.046,43.3029,31
46.7152,24.6537,31
-73.3501,40.7066,31
-79.3801,43.6441,31
-80.1645,26.2418,31
-82.0102,34.9318,31
-74.0492,40.0808,31
-84.1093,33.7411,31
-71.3932,41.8379,31
-79.3335,40.6582,31
-77.4753,38.751,31
-75.1914,39.9153,31
-97.3254,25.9509,31
-81.9043,28.0407,31
-75.7119,39.8671,31
-97.3941,32.6158,31
-84.1101,33.8157,31
-81.1016,33.99,31
-92.388,31.2884,31
-73.1263,40.7699,31
-79.932,40.914,31
-71.4352,42.3233,31
-80.1423,25.9584,31
-73.9182,40.7035,31
-85.5872,42.2917,31
-94.1215,36.3018,31
-71.0837,42.6723,31
-105.1187,39.7427,31
-80.1931,35.7362,31
-119.6186,34.4412,31
-118.3312,33.8669,31
-78.9562,35.2268,31
-71.1033,42.1186,31
-75.6004,42.9725,31
-76.7922,41.3988,31
-74.1659,40.8733,31
-121.269,38.6926,31
-93.2368,38.7029,31
-87.7134,41.813,31
-73.7038,40.6766,31
-116.4881,33.9289,31
-113.8237,52.2592,31
-71.0847,42.3227,31
-80.0851,42.1292,31
-79.6886,44.3885,31
-79.4534,44.0414,31
-79.9433,39.6456,31
1.3,52.6333,31
-98.6059,29.3491,31
-112.0939,33.631,31
-79.7147,43.8628,31
23.3167,42.6833,31
-97.2441,31.198,31
-76.7118,38.9268,31
-71.0184,42.0834,31
-0.1303,51.5148,31
-119.2845,46.2857,31
-117.6564,34.1489,31
-94.2373,36.1882,31
-88.7157,37.0383,31
-80.2899,25.7033,31
-0.0833,51.3642,31
-122.5597,45.5533,31
-84.3604,33.8181,31
-81.084,31.973,31
-88.0947,41.9484,31
-99.1682,30.0452,31
-91.4617,41.6419,30
-77.6678,37.5415,30
-98.5268,29.4289,30
-105.0128,39.8158,30
-95.635,39.0082,30
-93.4595,45.1264,30
-82.3798,27.5701,30
-76.4799,44.2322,30
-74.9966,39.9068,30
-85.5486,39.9232,30
-81.8997,26.5584,30
-81.4456,28.2423,30
-73.4115,40.8534,30
-73.7062,40.7021,30
-117.1173,38.7942,30
-104.905,39.529,30
-97.0909,32.6206,30
-105.0372,39.8366,30
-71.2789,41.5171,30
-95.7119,30.4349,30
-80.0434,42.0577,30
-75.5994,38.3607,30
-79.8489,43.2522,30
-1.2066,52.9785,30
-84.2176,30.4731,30
-118.511,35.1293,30
-82.5635,34.7653,30
-86.542,35.9593,30
-96.9812,32.9588,30
-117.454,47.6943,30
-76.2514,40.0112,30
-1.0833,53.9667,30
-120.691,35.6266,30
-79.7588,40.4235,30
-74.3798,40.8807,30
-77.9639,39.4562,30
-80.0675,26.4611,30
-73.4947,41.3074,30
-111.9711,41.0602,30
-85.1895,38.6606,30
-87.7286,42.0772,30
24.9342,60.1756,30
-92.4028,43.9589,30
-75.7023,45.4207,30
-120.6956,46.6222,30
-80.4325,37.2669,30
-85.7289,44.7805,30
-84.3889,39.1547,30
-87.7938,42.039,30
-83.0846,39.9641,30
-79.4167,43.8,30
-93.2615,36.6696,30
-77.2014,39.1434,30
-95.4699,29.0322,30
-97.9691,30.4446,30
-123.3435,48.4502,30
-95.3963,30.0028,30
-113.4769,53.5182,30
144.9333,-37.8333,30
-111.9311,40.8917,30
-82.7521,27.8812,30
-118.4796,34.7255,30
-89.8899,32.2161,30
-73.6824,40.7493,30
-77.1739,38.2733,30
-75.6374,40.0409,30
-122.545,37.906,30
-93.2719,44.9761,30
-88.966,30.5163,30
-81.8736,26.5595,30
-88.5325,43.6278,30
-119.3074,47.1901,30
-118.3614,33.9582,30
-95.223,30.054,30
-82.5496,28.4837,30
-73.672,40.6578,30
-93.7453,41.572,30
-121.6555,36.6777,30
-92.9256,44.8205,30
-90.5269,14.6211,30
-86.9571,40.4763,30
-78.8226,34.9339,30
-75.0733,38.6886,30
-118.2549,34.0533,30
-77.2297,34.7061,30
-79.8117,43.3503,30
-0.8333,51.4167,30
-73.7402,40.8178,30
-1.5833,52.2833,30
-73.7752,40.6763,30
-88.1782,42.0209,30
-79.1803,35.4799,30
-73.8164,40.8326,30
-99.4608,27.5596,30
-84.1225,39.0972,30
-121.0611,39.2191,30
-84.6487,39.4285,30
-123.1978,49.1745,30
-70.009,41.3152,30
-93.6058,41.7297,30
-87.185,30.6668,30
-80.1103,26.5281,30
-94.4155,39.0911,30
-72.8295,41.7252,30
-118.1444,33.7824,30
-86.957,34.9266,30
1.0833,51.2667,30
-81.9611,33.4257,30
2.6552,39.5743,30
-122.3798,37.9605,30
-117.1329,33.087,30
-90.377,38.6784,30
-119.8644,39.7604,30
-97.5126,35.2222,30
-73.758,41.0291,30
-74.9738,39.6397,30
-79.9227,40.431,30
-98.1112,30.5632,30
-121.3012,38.0267,30
-83.574,34.0964,30
-121.818,38.39,30
-73.4316,41.0917,30
19.4667,51.75,30
-83.0308,42.3039,30
90.4086,23.7231,30
-113.5333,31.3167,30
-71.5376,43.2081,30
-76.4962,39.3405,30
-85.2095,35.1705,30
-111.7685,33.4465,30
-87.7581,41.7109,30
-76.1858,36.9095,30
-97.1623,49.8826,30
-121.6765,39.5051,30
-94.2254,42.4488,30
-81.448,28.3853,30
-73.6343,40.7268,30
-77.4289,38.8404,30
24.0305,49.8407,30
-71.6395,41.6933,30
-2.9388,43.2609,30
-93.0515,44.9464,30
-83.3732,42.3971,30
-122.0147,37.0511,30
-76.9947,39.5512,30
-89.8583,30.3035,30
-118.3163,33.7584,30
-98.3626,29.5157,30
-89.1785,30.3749,30
-106.7454,39.1556,30
-85.6722,30.2012,30
-89.8998,38.5121,29
-76.5828,44.2507,29
-87.8448,42.3636,29
-76.5221,38.2907,29
-75.1796,39.9828,29
-74.3689,40.7139,29
-121.9213,36.6175,29
0.1287,52.2167,29
-1.0833,51.2667,29
-73.9932,40.2944,29
-82.7955,27.8428,29
-120.4102,34.821,29
-76.6794,39.0142,29
-71.2245,42.4473,29
-80.0925,26.7212,29
-76.7075,39.9845,29
-96.8437,32.7107,29
-82.5166,28.7501,29
-79.2333,43.1667,29
-97.7418,31.2164,29
-75.1791,39.7864,29
-122.4124,37.4436,29
-76.8249,39.0503,29
-90.5402,38.7385,29
-74.2628,40.3595,29
-0.1335,51.5442,29
-86.1263,42.8526,29
-82.6691,27.7362,29
-118.6012,34.2572,29
-123.3501,48.4488,29
-85.118,41.0987,29
-88.0342,42.1103,29
-1.6303,53.6257,29
-123.9455,41.6731,29
-90.5725,41.4867,29
-84.0197,36.0684,29
-84.1874,42.9965,29
-4.1316,50.3831,29
-97.6385,35.5752,29
-88.2668,42.3334,29
-0.7667,51.6333,29
-81.9321,34.9496,29
-89.9895,34.8033,29
-86.6991,36.2558,29
-86.1097,39.7744,29
-122.7833,49.2667,29
-87.6133,33.1524,29
-76.318,36.8233,29
-116.9119,47.5924,29
78.5,17.45,29
-93.4064,44.9121,29
-95.5258,30.126,29
-79.3605,43.86,29
-96.7001,40.7796,29
-74.0512,41.5375,29
-122.2007,47.9891,29
-77.3043,34.6403,29
-80.8431,35.2262,29
-116.9821,33.2581,29
-83.1615,40.0989,29
-81.6074,41.3991,29
-77.5437,37.6273,29
-76.3523,37.0505,29
-110.8309,32.299,29
-76.9443,38.9545,29
-122.2643,47.3078,29
-82.7958,39.8251,29
-77.0863,38.8265,29
-80.7617,35.112,29
-82.9588,39.8928,29
-107.8902,38.4065,29
-80.2349,25.7658,29
-122.1771,48.0518,29
-87.9017,30.5658,29
-75.6421,45.352,29
-81.1855,28.911,29
-86.3161,30.3909,29
-78.8391,36.0355,29
-149.7091,61.0807,29
-74.4179,40.3305,29
-122.2991,37.4096,29
-85.8039,33.7359,29
-4.4348,36.7267,29
-96.5289,33.3398,29
-80.0942,26.4095,29
-96.1711,41.2917,29
-111.8623,40.9957,29
-87.9381,41.6,29
-82.362,27.7313,29
-93.4853,45.04,29
-81.515,30.2866,29
-73.7934,42.6766,29
-123.9483,49.136,29
-79.9132,40.5048,29
-107.8801,37.2753,29
-0.2833,51.55,29
-76.0558,43.1669,29
-72.6905,41.7424,29
-90.367,38.7012,29
-93.2793,44.8784,29
-79.9773,40.3441,29
-71.4119,42.7618,29
-115.5631,32.792,29
-85.7026,37.9633,29
-84.3829,33.7453,29
-117.2318,32.7082,29
-117.9573,33.8468,29
-76.5921,39.2876,29
-122.5401,47.2275,29
-1.3534,50.9135,29
-82.4734,27.3255,29
-117.815,34.1066,29
-77.9866,38.4348,29
-88.2025,43.4754,29
-76.5531,37.4469,29
-73.926,40.7732,29
-104.9688,39.7594,29
-122.3789,45.6452,29
-84.398,33.7763,29
-75.0667,40.0393,29
-72.6542,41.9895,29
-82.7241,28.0291,29
-93.6257,44.8989,29
-72.8544,41.6738,29
-81.1197,36.2174,29
-72.7763,41.6034,29
-82.6318,27.8563,29
-94.2324,45.4884,29
-118.2734,33.9638,29
-81.0394,35.2178,29
-80.1776,26.2977,29
-112.1334,33.6299,29
-70.7455,43.4042,29
-79.0341,35.8495,29
-97.1626,32.7208,29
-71.1334,42.3221,29
-76.6858,39.343,29
-120.1955,47.494,29
-82.6995,27.8428,29
-117.3881,47.6915,29
-118.3928,34.0202,29
-73.8227,40.6884,29
-81.3204,28.2887,29
-119.0226,35.3339,29
-110.3143,41.4042,29
-105.1986,40.1791,29
151.2167,-33.8833,29
-73.915,40.6643,29
-81.2182,32.2923,28
-112.0262,33.4063,28
-112.0592,41.1144,28
-71.1564,42.4154,28
-87.6845,42.0586,28
-121.4921,38.5831,28
-93.7204,41.7031,28
-80.057,26.6159,28
-0.2401,52.5883,28
-112.1254,33.508,28
-104.9114,39.6837,28
-80.3381,36.1824,28
-86.1838,35.3512,28
-85.0217,41.3346,28
-80.4153,26.1136,28
-122.3917,40.5865,28
-75.2793,40.691,28
-73.907,40.7792,28
120.9826,14.6492,28
-74.3674,40.5767,28
-74.0704,40.6925,28
-91.7112,32.1344,28
-97.6783,29.8973,28
-3.9667,51.6333,28
-119.7204,34.409,28
-104.8939,40.4724,28
-80.9972,33.986,28
-83.3685,40.254,28
-78.901,36.0924,28
-73.8113,40.7873,28
-73.6268,41.0429,28
-92.4234,34.744,28
-97.9485,38.0282,28
-115.6022,32.7736,28
-89.7081,35.286,28
-81.2428,35.2298,28
-84.4882,42.7283,28
-100.7061,46.8159,28
-77.6611,39.9376,28
-83.0302,42.5803,28
-122.1345,37.6812,28
-85.8857,33.6595,28
-75.9769,40.3377,28
-97.3424,27.702,28
-73.9223,40.8374,28
-112.5838,33.3703,28
-122.242,37.7333,28
-77.4586,37.3398,28
-75.3941,40.6303,28
-71.5185,41.8287,28
-122.1297,37.8349,28
-77.6131,38.9636,28
-84.529,39.0657,28
-86.1159,39.9051,28
-71.4373,41.839,28
-84.6011,34.0331,28
-73.6266,45.5452,28
-79.3505,43.6369,28
-95.3971,45.8934,28
-121.321,38.5574,28
-118.8648,35.2044,28
-76.4026,39.3402,28
-71.4109,41.7501,28
-96.4031,32.8685,28
-73.7481,40.7307,28
-112.2725,33.4223,28
-114.5354,48.4416,28
-82.6279,28.2927,28
-117.1823,33.6518,28
-94.8005,45.6369,28
-83.912,34.1675,28
-87.5534,41.6092,28
-75.3201,40.3611,28
10.25,45.55,28
-70.3712,43.677,28
-78.278,39.1492,28
-110.95,32.2338,28
-114.1431,36.7889,28
-82.0348,29.0086,28
-73.9057,40.7001,28
-104.8997,39.7428,28
-123.8282,48.0217,28
73.0551,33.69,28
-82.5999,28.4772,28
-87.8732,42.7335,28
-77.2953,38.9039,28
-74.1978,40.1524,28
-85.4142,31.2617,28
-104.7777,38.8521,28
-88.1441,41.9763,28
-93.4017,45.1803,28
-97.2915,32.7714,28
-80.1386,26.8234,28
-72.6677,41.6061,28
-92.3264,34.8501,28
-81.3466,39.4411,28
-103.5836,37.8463,28
-79.9512,35.905,28
-86.0058,36.5278,28
-94.2816,39.017,28
-73.2454,42.4501,28
-96.6985,32.8377,28
-82.9814,40.0091,28
-84.4024,33.5487,28
-77.5005,37.516,28
145.0333,-37.8333,28
-111.8351,40.6561,28
-91.7777,30.1745,28
-90.1683,29.9838,28
-92.6042,38.1795,28
-76.993,39.7968,28
-73.5364,40.6726,28
-90.1037,30.0029,28
-112.3884,33.6475,28
-122.211,37.4914,28
-75.2577,39.4238,28
-82.9614,40.0419,28
-118.1163,34.1214,28
-0.7494,52.0346,28
-93.167,44.9555,28
-74.2974,40.8767,28
-119.6828,34.4358,28
-111.8808,40.8894,28
-98.239,26.2199,28
-105.3172,39.6333,28
-116.1954,43.5952,28
-89.9138,38.6019,28
-85.0996,41.2137,28
-90.7975,30.2368,28
-95.5261,29.6939,28
-1.2105,52.936,28
-81.3031,29.0283,28
-95.4057,29.9342,28
-123.3745,48.4449,28
-121.6778,48.1853,28
-84.5075,38.0287,28
-122.0669,45.2082,28
-75.3295,40.6686,27
-73.9463,40.6809,27
-122.812,42.2662,27
-113.2241,37.8116,27
-111.4361,56.7273,27
-97.3232,32.6388,27
-95.934,41.1105,27
-77.5224,43.0511,27
-2.6,53.3833,27
-97.0898,32.6585,27
-79.7422,36.1147,27
-97.076,32.7575,27
-94.4641,39.0199,27
-76.48,36.8279,27
-80.0765,36.1172,27
-122.7408,46.9867,27
-95.6828,30.0573,27
-99.9452,49.8431,27
-118.2413,34.0453,27
-92.2745,38.5516,27
-80.1014,37.2906,27
-85.4943,43.1188,27
-80.768,35.589,27
-74.0102,40.7879,27
-110.8024,39.5751,27
-122.2376,37.8449,27
153.4333,-28,27
-102.3872,33.6067,27
-101.8345,35.2054,27
-76.6836,40.002,27
-81.6188,30.2406,27
-121.8367,37.3306,27
-79.6664,43.4427,27
-86.2732,43.1772,27
-0.2167,5.55,27
-71.4001,41.7861,27
-80.2078,26.5884,27
-71.5353,42.9396,27
-75.3462,39.7437,27
-118.2133,33.8799,27
-104.7614,39.5186,27
-87.9879,42.9967,27
-97.5891,32.9024,27
-96.7651,38.9661,27
-93.1378,45.08,27
-90.4201,38.7667,27
-85.68,38.2217,27
-75.0157,39.4968,27
-93.3032,44.9679,27
-86.2501,41.7007,27
-81.554,41.5031,27
-80.5485,25.5795,27
-81.7364,26.1526,27
-85.4843,38.6669,27
-112.0564,33.5725,27
0.4833,51.7333,27
-95.894,36.7114,27
-93.111,44.8925,27
-121.3431,38.4855,27
-83.3671,40.2364,27
-122.8234,49.1173,27
-80.3017,25.8338,27
-98.1733,29.1191,27
-96.9125,32.6323,27
-90.2661,32.2398,27
-121.8079,37.3013,27
-81.0075,29.1622,27
-77.59,37.4677,27
-114.0994,51.0316,27
-81.4114,28.7346,27
-87.9431,43.0047,27
-121.8306,37.2828,27
-90.2907,38.6134,27
-74.2111,40.8255,27
-118.4616,34.1792,27
-86.3307,32.5465,27
-117.2762,34.1019,27
-84.4177,37.9207,27
-52.7789,47.5203,27
-80.3112,43.4317,27
-80.2249,26.1534,27
-91.4985,44.8113,27
-85.1207,34.8914,27
-87.9934,43.1157,27
-77.0526,38.9014,27
-74.3296,40.6987,27
-84.5162,39.2831,27
-87.83,42.6226,27
-86.773,33.224,27
-104.8462,39.2139,27
-87.9306,41.8024,27
-94.8042,39.7945,27
-0.0754,51.5146,27
-82.6021,30.0576,27
-97.6428,35.5185,27
-72.3028,18.5447,27
-122.4572,37.7367,27
-80.86,35.2077,27
-84.5631,42.6803,27
-89.719,30.2574,27
-95.4342,29.834,27
-80.8167,28.4718,27
-122.0982,47.9129,27
-81.074,33.9935,27
-87.7845,41.5734,27
-74.822,40.8669,27
-73.8246,40.9231,27
-85.4114,31.1503,27
-122.9663,45.4443,27
-122.1982,47.3624,27
-119.7492,39.4896,27
-78.3584,37.9539,27
-96.7459,32.8731,27
-77.598,39.7936,27
-82.5255,28.4769,27
-91.0678,30.4527,27
-73.3151,40.8618,27
-0.2392,51.3739,27
-95.725,30.1598,27
-93.1168,44.6272,27
-83.2132,31.7198,27
-81.7207,30.7985,27
-80.8428,35.4107,27
-88.3612,41.8392,27
-93.6209,41.5468,27
-95.1391,29.5489,27
-74.2332,40.726,27
-105.091,39.709,27
-98.2964,29.5423,27
-76.9943,39.1222,27
-94.2027,29.9662,27
-79.4058,43.6392,26
-73.1804,40.8934,26
-51.1833,-29.9333,26
-75.5446,38.351,26
-73.7398,40.7108,26
-79.921,37.2177,26
-85.6314,42.996,26
-70.4886,43.4961,26
-94.4977,37.1205,26
-77.9726,37.7816,26
-95.1091,29.7908,26
-74.6932,39.1516,26
-81.7935,41.4571,26
-85.4851,43.0726,26
-94.6377,38.9008,26
-80.2108,35.34,26
-83.0504,42.6439,26
-0.5167,51.4333,26
-76.7303,38.9428,26
-89.8216,34.918,26
-90.4849,43.9753,26
-77.1159,38.9543,26
-79.9929,35.9563,26
-73.9268,40.692,26
-76.4113,40.3409,26
-81.0113,26.5378,26
-110.0487,40.3847,26
-81.1498,34.0814,26
-73.9865,40.749,26
-97.7876,32.7546,26
-2.9167,53.2,26
-122.2615,37.9017,26
-84.3244,33.8274,26
-73.9662,40.6225,26
-73.5568,40.7225,26
-94.8902,38.8853,26
-97.2251,37.7083,26
-156.9474,20.8209,26
-83.0437,42.4257,26
-95.3002,29.6859,26
-84.3701,41.3606,26
-97.235,37.621,26
-95.423,32.835,26
-70.3894,43.5273,26
-80.3111,25.736,26
-88.8921,38.3178,26
-70.2148,44.1003,26
-80.2611,40.8768,26
-115.0323,36.144,26
-80.0728,26.4615,26
-74.2068,40.7712,26
-71.8055,42.5908,26
-77.6376,43.0899,26
-119.8028,47.1726,26
-76.3869,37.009,26
-71.1145,41.7305,26
-73.2062,41.5606,26
-80.672,28.5392,26
-106.3523,42.826,26
-86.0881,39.6794,26
-118.1456,34.0514,26
